"id","start_date","end_date","address","active","create_date"
114,"2016-06-08 14:00:00.0","2016-06-08 15:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-05-27 07:30:13.0"
115,"2016-06-11 11:00:00.0","2016-06-11 14:30:00.0","Зал на Кузнецком (Кузнецкий мост, д.1)",1,"2016-05-27 09:22:35.0"
116,"2016-06-23 12:00:00.0","2016-06-23 14:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-06-01 10:32:22.0"
117,"2016-06-24 13:00:00.0","2016-06-24 14:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-06-01 10:39:36.0"
118,"2016-06-01 09:00:00.0","2016-06-30 09:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2016-06-02 10:45:57.0"
119,"2016-07-01 09:00:00.0","2016-07-31 09:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2016-07-28 07:37:25.0"
120,"2016-07-21 15:30:00.0","2016-07-21 16:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-06-28 13:40:43.0"
121,"2016-07-07 15:00:00.0","2016-07-07 16:00:00.0","",1,"2016-06-29 10:14:58.0"
122,"2016-07-06 09:00:00.0","2016-07-27 09:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-06-29 11:21:15.0"
123,"2016-08-01 09:00:00.0","2016-08-31 09:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2016-09-21 13:56:28.0"
124,"2016-08-26 12:00:00.0","2016-08-26 13:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-07-28 09:12:14.0"
125,"2016-08-26 13:30:00.0","2016-08-26 14:30:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-07-28 09:17:21.0"
126,"2016-08-24 09:00:00.0","2016-09-21 09:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-07-28 10:21:00.0"
127,"2016-09-05 09:00:00.0","2017-01-10 09:00:00.0","Читальный зал № 2 РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-09-20 08:09:09.0"
128,"2016-09-08 12:00:00.0","2016-09-08 13:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-09-20 08:10:46.0"
129,"2016-09-15 13:00:00.0","2016-09-15 14:30:00.0","",1,"2016-09-20 08:51:28.0"
130,"2016-09-20 13:30:00.0","2016-09-20 14:30:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-09-20 08:59:15.0"
131,"2016-09-21 12:00:00.0","2016-09-21 13:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-09-20 09:22:19.0"
132,"2016-09-24 11:00:00.0","2016-09-24 13:00:00.0","Зал на Кузнецком (Кузнецкий мост, д.1)",1,"2016-09-20 10:34:38.0"
133,"2016-09-27 12:00:00.0","2016-09-27 14:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-09-20 12:28:18.0"
134,"2016-09-29 14:00:00.0","2016-09-29 15:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-09-20 12:58:05.0"
135,"2016-09-29 09:00:00.0","2016-10-20 09:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-09-20 13:27:42.0"
136,"2016-09-30 12:00:00.0","2016-09-30 13:00:00.0","",1,"2016-09-20 14:08:23.0"
137,"2016-09-01 09:00:00.0","2016-09-30 09:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2016-09-21 13:56:20.0"
138,"2016-10-06 17:00:00.0","2016-10-06 18:00:00.0",Музей читателя РГБИ,1,"2016-10-04 13:40:12.0"
139,"2016-10-13 18:00:00.0","2016-10-13 19:30:00.0",Музей читателя РГБИ,1,"2016-10-13 16:47:00.0"
140,"2016-10-14 16:30:00.0","2016-10-14 17:30:00.0",Голубой зал РГБИ,1,"2016-10-04 13:44:27.0"
141,"2016-10-20 18:30:00.0","2016-10-20 20:30:00.0",Музей читателя РГБИ,1,"2016-10-13 16:46:13.0"
142,"2016-10-22 14:00:00.0","2016-10-22 15:30:00.0",Зал на Кузнецком РГБИ,1,"2016-10-13 16:44:45.0"
143,"2016-10-25 16:00:00.0","2016-10-25 17:30:00.0",Музей читателя РГБИ,1,"2016-10-13 16:43:00.0"
144,"2016-10-27 12:00:00.0","2016-11-17 18:00:00.0",Голубой зал РГБИ,1,"2016-10-13 16:42:25.0"
145,"2016-10-01 12:00:00.0","2016-10-31 18:00:00.0",Абонемент РГБИ,1,"2016-10-13 16:36:50.0"
146,"2016-10-01 12:00:00.0","2016-10-31 18:00:00.0",Абонемент РГБИ,1,"2016-10-13 16:34:53.0"
147,"2016-10-01 12:00:00.0","2016-10-31 18:00:00.0",Абонемент РГБИ,1,"2016-10-13 16:36:33.0"
148,"2016-10-27 16:00:00.0","2016-10-27 18:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-10-13 16:34:03.0"
149,"2016-11-04 18:00:00.0","2016-11-05 00:00:00.0","РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-10-31 10:18:19.0"
150,"2016-11-04 10:00:00.0","2016-11-28 18:00:00.0","Зал на Кузнецком (Кузнецкий мост, дом 1)",1,"2016-10-31 10:40:25.0"
151,"2016-11-12 14:00:00.0","2016-11-12 17:00:00.0","Зал на Кузнецком (Кузнецкий мост, дом 1)",1,"2016-10-31 10:40:55.0"
152,"2016-11-15 16:30:00.0","2016-11-15 17:30:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-10-31 10:41:39.0"
153,"2016-11-24 16:00:00.0","2016-11-24 17:30:00.0","Музей читателя РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-10-31 10:42:09.0"
154,"2016-11-24 10:00:00.0","2016-12-30 18:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-10-31 10:42:52.0"
155,"2016-11-26 16:00:00.0","2016-11-26 17:30:00.0","Зал на Кузнецком (Кузнецкий мост, дом 1)",1,"2016-10-31 10:43:12.0"
156,"2016-11-28 10:00:00.0","2016-11-29 18:00:00.0","РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-10-31 10:43:51.0"
157,"2016-11-01 10:00:00.0","2016-11-30 18:00:00.0","Абонемент РГБИ (ул. Петровские линии, д.1)",1,"2016-10-31 10:44:41.0"
158,"2016-11-01 10:00:00.0","2016-11-30 18:00:00.0","Абонемент РГБИ (ул. Петровские линии, д.1)",1,"2016-10-31 10:44:27.0"
159,"2016-11-01 10:00:00.0","2016-11-30 18:00:00.0","Абонемент РГБИ  (ул. Петровские линии, д.1)",1,"2016-10-31 10:44:12.0"
160,"2016-12-01 17:00:00.0","2016-12-01 18:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-12-02 07:46:06.0"
161,"2016-12-13 15:00:00.0","2016-12-13 16:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-12-02 08:25:40.0"
162,"2016-12-14 11:00:00.0","2016-12-14 16:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-12-12 11:30:56.0"
163,"2016-12-16 16:00:00.0","2016-12-16 17:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-12-02 09:43:36.0"
164,"2016-12-21 16:30:00.0","2016-12-21 17:30:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-12-02 10:04:00.0"
165,"2016-12-22 16:00:00.0","2016-12-22 17:30:00.0",Булгаковский вечер ,1,"2016-12-02 10:22:42.0"
166,"2016-12-01 12:00:00.0","2016-12-31 12:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2016-12-02 11:10:22.0"
167,"2016-12-01 12:00:00.0","2016-12-31 12:00:00.0","Читальный зал № 2 РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-12-02 11:51:20.0"
168,"2017-01-06 12:00:00.0","2017-02-06 12:00:00.0","Голубой зал РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-12-28 08:42:34.0"
169,"2017-01-26 19:00:00.0","2017-01-26 20:00:00.0","Музей читателя РГБИ (Б. Дмитровка, д. 8/1)",1,"2016-12-28 09:09:52.0"
170,"2017-01-27 14:00:00.0","2017-01-27 15:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2016-12-28 09:20:19.0"
171,"2017-01-28 14:00:00.0","2017-01-28 15:00:00.0","Зал на Кузнецком (Кузнецкий мост, д.1)",1,"2016-12-28 09:29:00.0"
172,"2017-01-03 12:00:00.0","2017-01-31 18:00:00.0",Отдел абонемента РГБИ (Петровские линии д.1),1,"2017-02-01 05:36:09.0"
173,"2017-01-19 19:00:00.0","2017-01-19 20:00:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2017-01-18 07:27:13.0"
174,"2017-02-01 16:00:00.0","2017-02-01 17:00:00.0","Зал на Кузнецком (Кузнецкий мост, д.1)",1,"2017-01-18 08:14:53.0"
175,"2017-02-07 16:00:00.0","2017-02-07 17:30:00.0","Музей читателя РГБИ (Б. Дмитровка, дом 8/1)",1,"2017-01-18 09:17:26.0"
